epoch_utc,station,satellite,obs_range_m,obs_range_corrected_m,model_range_m,tropo_delay_m,com_correction_m,tide_radial_m,ocean_radial_m,shapiro_delay_m,residual_m,residual_mm,elevation_deg,elev_reported_deg,np2_file
2023-12-31T11:21:17.867626Z,7819,lageos1,8756645.52060033,8756633.189638851,8756638.67309036,12.563833239344667,0.251,0.12480872695458609,0.00044720468491558224,0.018128241142018782,-5.483451507985592,-5483.451507985592,16.708781491580833,,allsat_20240101.np2
2023-12-31T11:22:46.652652Z,7819,lageos1,8771449.168897867,8771436.727247654,8771442.238962898,12.674487667714583,0.251,0.12475197351866062,0.0004948554060045427,0.018162545929994056,-5.511715244501829,-5511.715244501829,16.554407567182853,,allsat_20240101.np2
2023-12-31T11:24:52.396689Z,7819,lageos1,8813459.921708886,8813447.14327327,8813452.795837518,13.011172882517942,0.251,0.12467160594747875,0.0005618374389513448,0.0182627333481682,-5.652564248070121,-5652.564248070121,16.101370266018733,,allsat_20240101.np2
2023-12-31T11:27:29.235736Z,7819,lageos1,8900163.028896784,8900149.491033526,8900155.668617496,13.770390746638457,0.251,0.1245713823997843,0.0006445202955934945,0.01847251058723127,-6.17758397012949,-6177.58397012949,15.163374469513434,,allsat_20240101.np2
2023-12-31T11:28:26.767752Z,7819,lageos1,8941354.795630064,8941340.866697503,8941347.261851585,14.161359621063365,0.251,0.12453462319356526,0.0006746013808897158,0.01857293978489421,-6.395154081285,-6395.154081285,14.720536787396671,,allsat_20240101.np2
2023-12-31T18:07:31.427475Z,1824,lageos1,8162293.2292296775,8162282.483682351,8162287.409442033,10.979827935812068,0.251,-0.09321364440757998,0.0025506017033918027,0.01671939070119278,-4.9257596815004945,-4925.7596815004945,24.08774949565891,,allsat_20240101.np2
2023-12-31T18:08:11.729089Z,1824,lageos1,8067161.95863789,8067151.71024529,8067156.534043318,10.482897059262536,0.251,-0.09320528521969831,0.002555526423679526,0.016495541300562733,-4.823798027820885,-4823.798027820885,25.325911161628582,,allsat_20240101.np2
2023-12-31T18:15:44.248699Z,1824,lageos1,7134589.580111331,7134582.753846203,7134586.01882917,7.062904651306932,0.251,-0.09311122953954883,0.0026001667790212808,0.01436047764585607,-3.2649829667061567,-3264.9829667061567,39.59465305846065,,allsat_20240101.np2
2023-12-31T18:16:59.552100Z,1824,lageos1,7009931.913268327,7009925.410277743,7009928.121066491,6.739908060131161,0.251,-0.09309554290246558,0.0026056842098991567,0.014082523907936788,-2.71078874822706,-2710.78874822706,41.920388988586836,,allsat_20240101.np2
2023-12-31T18:18:46.557119Z,1824,lageos1,6851408.640046762,6851402.517569662,6851405.124821359,6.3597457501649055,0.251,-0.09307323529707728,0.002612580593012603,0.013731350001515399,-2.6072516972199082,-2607.2516972199082,45.09488096984703,,allsat_20240101.np2
2023-12-31T18:21:15.663935Z,1824,lageos1,6670551.087275195,6670545.362017726,6670547.787869974,5.962923771718617,0.251,-0.09304211710894678,0.002620337774343006,0.013333697743900703,-2.4258522484451532,-2425.8522484451532,49.08422103772821,,allsat_20240101.np2
2023-12-31T18:22:52.368339Z,1824,lageos1,6580378.964486823,6580373.424028214,6580375.726097986,5.7783220403236335,0.251,-0.09302191430777834,0.0026242125039817763,0.013136569057170347,-2.3020697720348835,-2302.0697720348835,51.25491985489427,,allsat_20240101.np2
2023-12-31T18:24:53.873784Z,1824,lageos1,6499517.005156407,6499511.623253491,6499513.847461101,5.61994253924395,0.251,-0.09299650699800213,0.002627788177548353,0.012960377278996028,-2.2242076098918915,-2224.2076098918915,53.32404975457052,,allsat_20240101.np2
2023-12-31T18:26:03.476957Z,1824,lageos1,6470141.459223686,6470136.1330666235,6470138.738639115,5.564260589137854,0.251,-0.09298194100631663,0.0026291868087625313,0.012896473938660911,-2.6055724918842316,-2605.5724918842316,54.10479887678756,,allsat_20240101.np2
2023-12-31T14:38:53.232110Z,7819,lageos1,6998999.901242769,6998994.667229324,6998996.755197718,5.470962856592643,0.251,0.11728985547930948,0.0018466000161230134,0.014050589179215622,-2.0879683941602707,-2087.9683941602707,41.930863921033556,,allsat_20240101.np2
2023-12-31T14:41:00.639147Z,7819,lageos1,6715932.05473516,6715927.3590057455,6715929.162785758,4.933304303879601,0.251,0.11720973389290089,0.0017959401181534204,0.01342511129072265,-1.8037800127640367,-1803.7800127640367,47.85924633993131,,allsat_20240101.np2
